QUADRO	CÓDIGO DO PRODUTO	DESCRIÇÃO DO PRODUTO
63 a 69	6707708	PALMITO JUCARA IN NATURA ORGANICO
63 a 69	6707709	CAMARGO (PALMITO IN NATURA) ORGANICO
63 a 69	6707710	GUARIROBA (PALMITO IN NATURA) ORGANICO
63 a 69	6707711	GUEIROBA (PALMITO IN NATURA) ORGANICO
63 a 69	6707712	GUEROBA (PALMITO IN NATURA) ORGANICO
63 a 69	6707801	ALFACE ORGANICA
63 a 69	6707802	ALFACE PAULISTA ORGANICA
63 a 69	6707803	ALFACE REPOLHUDA ORGANICA
63 a 69	6707804	ALFACE AMARGA ORGANICA
63 a 69	6707805	ALFACE CRESPA ORGANICA
63 a 69	6707806	ALFACE ROMANA ORGANICA
63 a 69	6707807	ALFACE MANTEIGA ORGANICA
63 a 69	6707808	ALFACE LISA ORGANICA
63 a 69	6707809	ALFACE AMERICANA ORGANICA
63 a 69	6707810	ALFACE HIDROPONICA ORGANICA
63 a 69	6707811	ALFACE ROXA ORGANICA
63 a 69	6707812	ALFACE LISA HIDRORGANICA
63 a 69	6707901	TOMATE ORGANICO
63 a 69	6707902	TOMATE PAULISTA ORGANICO
63 a 69	6707903	TOMATE MACA ORGANICO
63 a 69	6707904	TOMATE PERA ORGANICO
63 a 69	6707905	TOMATE JAPONES ORGANICO
63 a 69	6707906	TOMATE VERDE ORGANICO
63 a 69	6707907	TOMATE CAQUI ORGANICO
63 a 69	6708001	PIMENTAO ORGANICO
63 a 69	6708002	PIMENTAO VERDE ORGANICO
63 a 69	6708003	PIMENTAO MADURO ORGANICO
63 a 69	6708101	BROCOLIS ORGANICO
63 a 69	6708201	COUVE ORGANICA
63 a 69	6708301	HORTELA (MOLHO)
63 a 69	6708302	HORTELA EM FOLHA
63 a 69	6708401	ESPINAFRE ORGANICO
63 a 69	6708501	PIMENTA DEDO DE MOCA
63 a 69	6708601	VAGEM ORGANICA
63 a 69	6708701	PIMENTA JAPONESA
63 a 69	6708801	PIMENTA CAMBUCI
63 a 69	6708901	COLONIA (CAPIM)
63 a 69	6709001	SALSA ORGANICA
63 a 69	6709101	ALMEIRAO ORGANICO
63 a 69	6709201	ALFAVACA (MOLHO)
63 a 69	6709301	FOLHA DE CENOURA
63 a 69	6709401	MANGERICAO
63 a 69	6709402	MANGERICAO ROXO
63 a 69	6709501	MANJERONA
63 a 69	6709601	CAPIM SANTO
63 a 69	6709602	CAPIM LIMAO
63 a 69	6709701	OREGANO (MOLHO)
63 a 69	6709801	RUCULA ORGANICA
63 a 69	6709901	ASPARGO (IN NATURA)
63 a 69	6710001	FOLHA DE CEBOLA
63 a 69	6710101	MASTRUZ
63 a 69	6710102	MENTRUZ
63 a 69	6710103	MASTRUCO
63 a 69	6710201	COUVE DE BRUXELAS
63 a 69	6710301	AGRIAO ORGANICO
63 a 69	6710401	REPOLHO ORGANICO
63 a 69	6710501	JILO ORGANICO
63 a 69	6710601	PEPINO ORGANICO
63 a 69	6710701	ORA PRO NOBIS
63 a 69	6710801	CAMOMILA (EM FOLHA)
63 a 69	6710901	CARQUEJA (EM FOLHA)
63 a 69	6711001	ABOBRINHA ORGANICA
63 a 69	6711101	ACELGA ORGANICA
63 a 69	6711201	ALCACHOFRA ORGANICA
63 a 69	6711301	BERINJELA ORGANICA
63 a 69	6711401	CEBOLINHA ORGANICA
63 a 69	6711501	HORTELA ORGANICA EM FOLHA
63 a 69	6711601	ESCAROLA ORGANICA
63 a 69	6711701	SALSINHA ORGANICA
63 a 69	6711801	CHUCHU ORGANICO
63 a 69	6711901	COENTRO ORGANICO
63 a 69	6712001	QUIABO ORGANICO
63 a 69	6712101	REPOLHO ROXO ORGANICO
63 a 69	6712201	COGUMELO SHITAKE ORGANICO
63 a 69	6712301	BELDROEGA
63 a 69	6712401	BROTO DE TREVO
63 a 69	6712501	MELISSA
63 a 69	6712601	PIMENTA BIQUINHO
63 a 69	6712701	PIMENTA AMERICANA
63 a 69	6712801	ABOBORA NAO ESPECIFICADA
63 a 69	6712901	HIBISCO
63 a 69	6713001	CEBOLA ORGANICA
63 a 69	6713101	CAPICOVA
63 a 69	6713301	FOLHA DE PITANGUEIRA
63 a 69	6713401	FOLHAS DE GUACO
63 a 69	6713501	FOLHAS DE QUIOIO
63 a 69	6713601	ERVA LUIZA
63 a 69	6713701	BALSAMO
63 a 69	6713801	ESTRELA DE ANIS
63 a 69	6713901	EUCALIPTO
63 a 69	6714001	NIGAGORI
63 a 69	6714101	HORTALICA NAO ESPECIFICADA
63 a 69	6714201	HORTALICA NAO ESPECIFICADA ORGANICA
63 a 69	6714301	TREVO DE QUATRO FOLHAS
63 a 69	6714401	ALGA (FOLHA)
63 a 69	6714501	BROTO DE BROCOLIS
63 a 69	6714601	CASCARA SAGRADA
63 a 69	6714701	FLOR COMESTIVEL
63 a 69	6800101	BANANA DE AGUA
63 a 69	6800102	BANANA NANICA
63 a 69	6800103	BANANA DA CHINA
63 a 69	6800104	BANANA DE ITALIANO
63 a 69	6800105	BANANA MANGALO
63 a 69	6800106	BANANA INGLESA
63 a 69	6800107	BANANA TATU
63 a 69	6800108	BANANA PETICA
63 a 69	6800109	BANANA CATARINA
63 a 69	6800110	BANANA CHORONA
63 a 69	6800111	BANANA PEROA
63 a 69	6800112	BANANA CASCA VERDE
63 a 69	6800113	BANANA ACUCARINA
63 a 69	6800114	BANANA CAMBOTA
63 a 69	6800115	BANANA CATURRA
63 a 69	6800116	BANANA ANA
63 a 69	6800117	BANANA DAGUA
63 a 69	6800201	BANANA PRATA
63 a 69	6800202	BANANA ALTONA
63 a 69	6800203	BANANA AMARELA
63 a 69	6800204	BANANA BICO VERDE
63 a 69	6800205	BANANA BRANCA
63 a 69	6800206	BANANA DE CAMBOEIRO
63 a 69	6800207	BANANA UMBIGO VERDE
63 a 69	6800208	BANANA DA PRATA
63 a 69	6800301	BANANA OURO
63 a 69	6800302	BANANA CRAVO
63 a 69	6800303	BANANA DOURADA
63 a 69	6800304	BANANA IMPERIAL
63 a 69	6800305	BANANA INAJA
63 a 69	6800306	BANANA MARIQUINHA
63 a 69	6800307	BANANA PISANGO REAL
63 a 69	6800308	BANANA REAL
63 a 69	6800309	BANANA URINHO
63 a 69	6800311	BANANA CANELA
63 a 69	6800401	BANANA MACA
63 a 69	6800402	BANANA CARAPE
63 a 69	6800403	BANANA COCO
63 a 69	6800404	BANANA LEITE
63 a 69	6800405	BANANA MACA PAINA
63 a 69	6800406	BANANA PEDRA
63 a 69	6800407	BANANA PERA
63 a 69	6800408	BANANA MACAZINHA DA BAHIA
63 a 69	6800501	BANANA FIGO
63 a 69	6800502	BANANA ABOBORA
63 a 69	6800503	BANANA ACU
63 a 69	6800504	BANANA BABA DE BOI
63 a 69	6800505	BANANA BABONA
63 a 69	6800506	BANANA CACAU
63 a 69	6800507	BANANA CAFE
63 a 69	6800508	BANANA CAIXAO
63 a 69	6800509	BANANA CAJU
63 a 69	6800510	BANANA CARAMBOLA
63 a 69	6800511	BANANA CASADA
63 a 69	6800512	BANANA CASCA GROSSA
63 a 69	6800513	BANANA CHOCOLATE
63 a 69	6800514	BANANA CINZA
63 a 69	6800515	BANANA CORUJA
63 a 69	6800516	BANANA DE VELHO
63 a 69	6800517	BANANA JACARE
63 a 69	6800518	BANANA JASMIM
63 a 69	6800519	BANANA MENCI
63 a 69	6800520	BANANA MINEIRA
63 a 69	6800521	BANANA MURICI
63 a 69	6800522	BANANA PAO
63 a 69	6800523	BANANA PARA
63 a 69	6800524	BANANA PAU
63 a 69	6800525	BANANA RIACHAO
63 a 69	6800526	BANANA ROSA
63 a 69	6800527	BANANA SAPA
63 a 69	6800528	BANANA TAJAMAIA
63 a 69	6800529	BANANA TANJA
63 a 69	6800530	BANANA TRES QUINAS
63 a 69	6800531	BANANA VERMELHA
63 a 69	6800532	MASSA DE BANANA
63 a 69	6800601	BANANA MARMELO
63 a 69	6800602	BANANA MARECA
63 a 69	6800701	BANANA ROXA
63 a 69	6800702	BANANA CAMBORI
63 a 69	6800703	BANANA DAS ALMAS
63 a 69	6800704	BANANA MULATA
63 a 69	6800705	BANANA PATROQUIA
63 a 69	6800706	BANANA VINAGRE
63 a 69	6800801	BANANA SAO DOMINGOS
63 a 69	6800802	BANANA RAJADA
63 a 69	6800901	BANANA SAO TOME
63 a 69	6800902	BANANA CURTA
63 a 69	6800903	BANANA DO PARAISO
63 a 69	6801001	BANANA DA TERRA
63 a 69	6801002	BANANA PACOVA
63 a 69	6801003	BANANA PACOVEIRA
63 a 69	6801004	BANANA PACOBEIRA
63 a 69	6801005	BANANA PACOBUCU
63 a 69	6801006	BANANA BURITI
63 a 69	6801007	BANANA CHIFRE DE VACA
63 a 69	6801008	BANANA COMPRIDA
63 a 69	6801009	BANANA FARTA GENTE
63 a 69	6801010	BANANA FARTA HOMEM
63 a 69	6801011	BANANA FARTA VELHACO
63 a 69	6801012	BANANA GRANDE
63 a 69	6801013	BANANA GRANDE AMARELA
63 a 69	6801014	BANANA MARANHENSE
63 a 69	6801015	BANANA PACOVI
63 a 69	6801016	BANANA ANGOLA
63 a 69	6801017	PACOVA
63 a 69	6801018	PACOVA GRANDE
63 a 69	6801019	BANANA PACOVAN
63 a 69	6801101	BANANA (NAO-ESPECIFICADA)
63 a 69	6801102	BANANA NAO-ESPECIFICADA
63 a 69	6801201	LARANJA LIMA
63 a 69	6801202	LARANJA DOCINHA
63 a 69	6801203	LARANJA SERRA DE AGUA
63 a 69	6801204	LARANJA ACUCAR
63 a 69	6801205	LARANJA DO CEU
63 a 69	6801206	LARANJA DE AGUA
63 a 69	6801207	LARANJA CELESTE
63 a 69	6801208	LARANJA MIMO
63 a 69	6801209	LARANJA ILHOA
63 a 69	6801210	LARANJA MEL
63 a 69	6801211	LARANJA PARATI
63 a 69	6801212	LARANJA DA ILHA
63 a 69	6801213	LARANJA MEL ROSA
63 a 69	6801214	LARANJA MIMO DO CEU
63 a 69	6801215	LARANJA BAIAO
63 a 69	6801301	LARANJA SELETA
63 a 69	6801302	LARANJA SELETA DO RIO
63 a 69	6801303	LARANJA PAULISTA
63 a 69	6801304	LARANJA CAMPISTA
63 a 69	6801305	LARANJA MONJOLO
63 a 69	6801306	LARANJA COCO
63 a 69	6801307	LARANJA FOLHA MURCHA
63 a 69	6801308	LARANJA ROSA
63 a 69	6801309	LARANJA CAVALO
63 a 69	6801310	LARANJA FLOR
63 a 69	6801311	LARANJA RUSSA
63 a 69	6801312	LARANJA JOAO NUNES
63 a 69	6801313	LARANJA MACA
63 a 69	6801314	LARANJA FEIJAO CRU
63 a 69	6801401	LARANJA PERA
63 a 69	6801402	LARANJA DE NATAL
63 a 69	6801403	LARANJA NATAL
63 a 69	6801404	LARANJA DE ABRIL
63 a 69	6801405	LARANJA ABRIL
63 a 69	6801406	LARANJA CAPETA
63 a 69	6801407	LARANJA APANAZIA
63 a 69	6801408	LARANJA SABARA
63 a 69	6801409	LARANJA OURO
63 a 69	6801410	LARANJA ACIDA
63 a 69	6801411	LARANJA CASCA FINA
63 a 69	6801412	LARANJA CITRICA
63 a 69	6801413	LARANJA PERA DO RIO
63 a 69	6801414	LARANJA BARAO
63 a 69	6801415	LARANJA CARIOCA
63 a 69	6801416	LARANJA COMUM
63 a 69	6801501	LARANJA BAHIA
63 a 69	6801502	LARANJA DE UMBIGO
63 a 69	6801503	LARANJA SEM CAROCOS
63 a 69	6801504	LARANJA BAIANINHA
63 a 69	6801505	LARANJA TAQUARI
63 a 69	6801506	LARANJA CATARINA
63 a 69	6801507	LARANJA BANANA
63 a 69	6801508	LARANJA VALENCIA
63 a 69	6801509	LARANJA VALENCIANA
63 a 69	6801601	MACADAMIA
63 a 69	6801701	LARANJA DA TERRA
63 a 69	6801702	LARANJA AMARGA
63 a 69	6801703	LARANJA AZEDA
63 a 69	6801704	LARANJA BRANCA
63 a 69	6801705	LARANJA BIGARADE
63 a 69	6801706	LARANJA DE SEVILHA
63 a 69	6801707	LARANJA DE DOCE
63 a 69	6801801	LARANJA (NAO-ESPECIFICADA)
63 a 69	6801802	LARANJA NAO-ESPECIFICADA
63 a 69	6801901	LIMA
63 a 69	6801902	LIMA DA PERSIA
63 a 69	6801903	LIMA DE BICO
63 a 69	6801904	LIMA COMUM
63 a 69	6802001	LIMAO COMUM
63 a 69	6802002	LIMAO AMARGO
63 a 69	6802003	LIMAO AZEDO
63 a 69	6802004	LIMAO DE MOLHO
63 a 69	6802005	LIMAO SILVESTRE
63 a 69	6802006	LIMAO CHINA
63 a 69	6802007	LIMAO ROSA
63 a 69	6802008	LIMAO PAULISTA
63 a 69	6802009	LIMAO MIRIM
63 a 69	6802010	LIMAO TAITI
63 a 69	6802011	LIMAO CRAVO
63 a 69	6802012	LIMAO BRANCO
63 a 69	6802013	LIMAO HAWAI
63 a 69	6802014	LIMAO CAPETA
63 a 69	6802101	LIMAO GALEGO
63 a 69	6802102	LIMAO VERDADEIRO
63 a 69	6802103	LIMAO VERMELHO
63 a 69	6802104	LIMAO BERGAMOTA
63 a 69	6802105	LIMAO BALAO
63 a 69	6802106	LIMAO BOI
63 a 69	6802107	LARANJA SANGUINEA (LIMAO GALEGO)
63 a 69	6802108	LIMAO VINAGRE
63 a 69	6802201	TANGERINA
63 a 69	6802202	MEXERICA
63 a 69	6802203	MIXIRICA
63 a 69	6802204	MEXERICA RIO
63 a 69	6802205	MIXIRICA RIO
63 a 69	6802206	MEXIRICA MURKOT
63 a 69	6802207	MIXIRICA MURKOT
63 a 69	6802208	MEXIRICA POKAN
63 a 69	6802209	MIXIRICA POKAN
63 a 69	6802210	MEXIRICA CRAVO
63 a 69	6802211	MIXIRICA CRAVO
63 a 69	6802212	TANGERINA POKAN
63 a 69	6802213	TANGERINA CRAVO
63 a 69	6802214	MEXIRICA PERA
63 a 69	6802215	MIXIRICA PERA
63 a 69	6802216	POKAN
63 a 69	6802217	BERGAMOTA
63 a 69	6802218	MIMOSA
63 a 69	6802219	TANGERINA MONGORT
63 a 69	6802220	LARANJA MONGORT
63 a 69	6802221	LARANJA CRAVO
63 a 69	6802222	LARANJA MORGOT
63 a 69	6802223	TANJA
63 a 69	6802224	MEXIRICA CARIOCA
63 a 69	6802225	MEXIRICA KAPUTIA
63 a 69	6802226	MEXIRICA MARICOTA
63 a 69	6802227	MARICOTA
63 a 69	6802228	LARANJA POKAN
63 a 69	6802229	MEXIRICA
63 a 69	6802230	MURGOTE (TANGERINA)
63 a 69	6802231	MORICOTA
63 a 69	6802301	CIDRA
63 a 69	6802302	POMELO
63 a 69	6802303	TORANJA
63 a 69	6802304	GREPE
63 a 69	6802305	GRAPE FRUIT
63 a 69	6802401	KINKAN
63 a 69	6802402	KUNQUAT
63 a 69	6802403	CUNQUATE
63 a 69	6802404	LARANJA KUNQUAT
63 a 69	6802405	LARANJA KINKAN
63 a 69	6802406	LARANJA JABUTICABA
63 a 69	6802407	LARANJINHA JAPONESA
63 a 69	6802501	CANA DE ACUCAR
63 a 69	6802601	ABACAXI
63 a 69	6802602	ANANAS
63 a 69	6802603	ABACAXI CAIANO
63 a 69	6802604	ABACAXI PEROLA
63 a 69	6802701	ABACATE
63 a 69	6802801	CAQUI
63 a 69	6802802	CAQUI CHOCOLATE
63 a 69	6802803	CAQUI CAFE
63 a 69	6802804	CAQUI DURO
63 a 69	6802805	CAQUI FUJI
63 a 69	6802806	CAQUI MOLE
63 a 69	6802901	FIGO
63 a 69	6802902	FIGO DA EUROPA
63 a 69	6802903	FIGO DE VALINHOS
63 a 69	6803001	MACA
63 a 69	6803002	MACA ACIDA
63 a 69	6803003	MACA DOCE
63 a 69	6803004	MACA BRANCA
63 a 69	6803005	MACA VERDE
63 a 69	6803006	MACA VERMELHA
63 a 69	6803007	MACA ARGENTINA
63 a 69	6803008	MACA NACIONAL
63 a 69	6803009	MACA FUGI
63 a 69	6803010	MACA GALA
63 a 69	6803011	MACA IMPORTADA
63 a 69	6803012	MACA FUJI
63 a 69	6803101	MAMAO
63 a 69	6803102	MAMAO DA INDIA
63 a 69	6803103	MAMAO MACHO
63 a 69	6803104	MAMAO VERDE
63 a 69	6803105	MAMAO HAVAI
63 a 69	6803106	MAMAO DO AMAZONAS
63 a 69	6803107	MAMAO PAPAIA
63 a 69	6803108	PAPAIA
63 a 69	6803109	MAMAO VERMELHO
63 a 69	6803110	MAMAO BAIANO
63 a 69	6803111	MAMAO FORMOSA
63 a 69	6803112	MAMAO JAPONES
63 a 69	6803113	MAMAO PAULISTA
63 a 69	6803114	MAMAO DE CORDA
63 a 69	6803201	MANGA
63 a 69	6803202	MANGA COQUINHO
63 a 69	6803203	MANGA ESPADINHA
63 a 69	6803204	MANGA UBA
63 a 69	6803205	MANGA CORACAO DE BOI
63 a 69	6803206	MANGA ITAMARACA
63 a 69	6803207	MANGA ROSINHA
63 a 69	6803208	MANGA ROSA
63 a 69	6803209	MANGA COITE
63 a 69	6803210	MANGA CARLOTINHA
63 a 69	6803211	MANGA ESPADA
63 a 69	6803212	MANGA ABOBORA
63 a 69	6803213	MANGA SAPATINHA
63 a 69	6803214	MANGA JASMIM
63 a 69	6803215	MANGUITO
63 a 69	6803216	MANGA BACURI
63 a 69	6803217	MANGA CATANA
63 a 69	6803218	MANGA CORREIO
63 a 69	6803219	MANGA DE FIAPO
63 a 69	6803220	MANGA OURO
63 a 69	6803221	MANGA TOMMY
63 a 69	6803222	MANGA DE CHEIRO
63 a 69	6803223	MANGA DE MESA
63 a 69	6803224	MANGA HADEN
63 a 69	6803225	MANGA PALMER
63 a 69	6803226	MANGA RACHA
63 a 69	6803301	MARACUJA
63 a 69	6803302	MARACUJA MIRIM
63 a 69	6803303	MARACUJA COMPRIDO
63 a 69	6803304	MARACUJA AZUL
63 a 69	6803305	MARACUJA REDONDO
63 a 69	6803306	MARACUJA MELAO
63 a 69	6803307	MARACUJA DE COBRA
63 a 69	6803308	MARACUJA COMUM
63 a 69	6803309	MARACUJA DOCE
63 a 69	6803310	MARACUJA BRANCO
63 a 69	6803311	MARACUJA SUSPIRO
63 a 69	6803312	MARACUJA PEROBA
63 a 69	6803313	MARACUJA SURURU
63 a 69	6803314	MARACUJA ACU
63 a 69	6803315	MARACUJA AMARELO
63 a 69	6803316	MARACUJA MAMAO
63 a 69	6803317	MARACUJAZINHO
63 a 69	6803318	MARACUJA DE BOI
63 a 69	6803319	MARACUJA ESCURO
63 a 69	6803320	MARACUJA GRANDE
63 a 69	6803321	MARACUJA PRETO
63 a 69	6803322	MARACUJA ROXO
63 a 69	6803323	MARACUJA PINTADO
63 a 69	6803324	MARACUJA VERMELHO
63 a 69	6803325	MARACUJA LARANJA
63 a 69	6803326	MARACUJA ENCARNADO
63 a 69	6803327	MARACUJA AZEDO
63 a 69	6803328	MARACUJINA EM FRUTO
63 a 69	6803401	MELANCIA
63 a 69	6803501	MELAO
63 a 69	6803502	MELAO AMARELO
63 a 69	6803503	MELAO ESPANHOL
63 a 69	6803504	MELAO GAUCHO
63 a 69	6803505	MELAO JAPONES
63 a 69	6803506	MELAO CAIPIRA
63 a 69	6803507	MELAO COLONIAL
63 a 69	6803508	MELAO ORANGE
63 a 69	6803509	MELAO PINGO DE MEL
63 a 69	6803510	MELAO VALENCIANO
63 a 69	6803511	MELAO PELE DE SAPO
63 a 69	6803512	MELAO GALIA
63 a 69	6803601	PERA
63 a 69	6803602	PERA DE AGUA
63 a 69	6803603	PERA ACIDA
63 a 69	6803604	PERA DAGUA
63 a 69	6803701	PESSEGO
63 a 69	6803801	FRUTA DE CONDE
63 a 69	6803802	PINHA (FRUTA DE CONDE)
63 a 69	6803803	ATA
63 a 69	6803901	UVA
63 a 69	6803902	UVA NIAGARA
63 a 69	6803903	UVA MOSCATEL
63 a 69	6803904	UVA PRETA
63 a 69	6803905	UVA ROSA
63 a 69	6803906	UVA NACIONAL
63 a 69	6803907	UVA VERDE
63 a 69	6803908	UVA ITALIA
63 a 69	6803909	UVA ROXA
63 a 69	6803910	UVA RUBI
63 a 69	6803911	UVA BRANCA
63 a 69	6803912	UVA PASSA
63 a 69	6803913	UVA BENITAKA
63 a 69	6803914	UVA RED GLOBE
63 a 69	6803915	UVA THOMPSON
63 a 69	6804001	JENIPAPO
63 a 69	6804002	JENIPAPA
63 a 69	6804003	JENIPAPINHO
63 a 69	6804004	JENIPA
63 a 69	6804005	JENIPAPO MANSO
63 a 69	6804101	JACA
63 a 69	6804102	JACA DURA
63 a 69	6804103	JACA DA BAHIA
63 a 69	6804104	JACA MOLE
63 a 69	6804105	JACA MANTEIGA
63 a 69	6804201	GOIABA
63 a 69	6804202	ARACA GUAIABA (GOIABA)
63 a 69	6804203	ARACA ACU (GOIABA)
63 a 69	6804204	ARACA GOIABA (GOIABA)
63 a 69	6804205	GUAIABA
63 a 69	6804301	AMEIXA
63 a 69	6804302	AMEIXA VERMELHA
63 a 69	6804303	AMEIXA PRETA
63 a 69	6804304	AMEIXA IMPORTADA
63 a 69	6804305	AMEIXA FRESCA
63 a 69	6804401	CAJU
63 a 69	6804501	CEREJA
63 a 69	6804502	CEREJA GALEGA
63 a 69	6804503	CEREJA DOS PASSAROS
63 a 69	6804504	CEREJA DA EUROPA
63 a 69	6804601	CAJA MANGA
63 a 69	6804602	CAJARANA
63 a 69	6804603	CAJA ACU
63 a 69	6804604	CAJA UMBU
63 a 69	6804605	CAJA GRANDE
63 a 69	6804701	TAPEREBA
63 a 69	6804702	ACAJA (TAPEREBA)
63 a 69	6804703	CAJA PEQUENO
63 a 69	6804704	CAJA MIRIM
63 a 69	6804801	CARAMBOLA
63 a 69	6804901	JABOTICABA
63 a 69	6804902	JABOTICABA DO MATO
63 a 69	6804903	JABOTICABA PAULISTA
63 a 69	6804904	JABOTICABA MURTA
63 a 69	6804905	JABUTICATUBA
63 a 69	6804906	JABOTICATUBA
63 a 69	6804907	JABOTICABA ACU
63 a 69	6804908	JABUTICABA
63 a 69	6804909	JABOTICABA MIUDA
63 a 69	6805001	GRAVIOLA
63 a 69	6805101	ARATICUM
63 a 69	6805102	ARATICUM DE COMER
63 a 69	6805103	ARATICUM MANSO
63 a 69	6805104	PASMADA
63 a 69	6805105	MAROLO
63 a 69	6805201	MORANGO
63 a 69	6805202	MORANGUINHO
63 a 69	6805301	JAMBO
63 a 69	6805302	JAMBO ROSA
63 a 69	6805303	JAMBO AMARELO
63 a 69	6805304	JAMBO VERDADEIRO
63 a 69	6805305	JAMBO MORENO
63 a 69	6805306	JAMBO CHEIROSO
63 a 69	6805307	JAMBO DA INDIA
63 a 69	6805308	JAMBO COMUM
63 a 69	6805309	JAMBO ENCARNADO
63 a 69	6805310	JAMBO VERMELHO
63 a 69	6805311	JAMBO ROXO
63 a 69	6805401	ATEMOIA
63 a 69	6805501	GROSELHA EM FRUTO
63 a 69	6805502	GROSELHA PRETA EM FRUTO
63 a 69	6805503	GROSELHA ESPINHOSA EM FRUTO
63 a 69	6805504	GROSELHA BRANCA EM FRUTO
63 a 69	6805505	GROSELHA VERMELHA EM FRUTO
63 a 69	6805601	MANGABA
63 a 69	6805602	MANGABINHA DO NORTE
63 a 69	6805603	MANGABINHA
63 a 69	6805701	ARACA
63 a 69	6805702	GOIABA ARACA (ARACA)
63 a 69	6805801	NESPERA
63 a 69	6805802	AMEIXA DO CANADA (NESPERA)
63 a 69	6805803	AMEIXA DO JAPAO (NESPERA)
63 a 69	6805804	AMEIXA AMARELA (NESPERA)
63 a 69	6805805	AMEIXA JAPONESA (NESPERA)
63 a 69	6805806	NESPERA DO JAPAO
63 a 69	6805901	FRUTA PAO
63 a 69	6806001	SAPOTI
63 a 69	6806002	SAPOTA
63 a 69	6806101	UXI
63 a 69	6806201	TAMARINDO
63 a 69	6806202	TAMARINO
63 a 69	6806301	CACAU
63 a 69	6806401	PITOMBA
63 a 69	6806402	PITOMBA DA MATA
63 a 69	6806403	PITOMBA DE MACACO
63 a 69	6806501	BACURI
63 a 69	6806502	IBACUPARI
63 a 69	6806503	BACURIUBA
63 a 69	6806504	BACURIUVA
63 a 69	6806505	IBACURUPARI
63 a 69	6806601	INGA
63 a 69	6806602	INGA CIPO
63 a 69	6806603	INGA FEIJAO
63 a 69	6806604	INGA DEDO
63 a 69	6806605	INGA MIRIM
63 a 69	6806606	INGA DA PRAIA
63 a 69	6806607	INGA DE FERRADURA
63 a 69	6806608	INGA XIXI
63 a 69	6806701	PEQUI
63 a 69	6806702	PIQUI
63 a 69	6806703	PEQUIA
63 a 69	6806704	PIQUIA
63 a 69	6806705	PIQUIA BRAVO
63 a 69	6806706	PIQUIA AMARELO
63 a 69	6806707	PIQUIA DA AREIA
63 a 69	6806708	PIQUIA PEDRA
63 a 69	6806801	PITANGA
63 a 69	6806802	PITANGA COMUM
63 a 69	6806803	PITANGATUBA
63 a 69	6806804	PITANGA MIUDA
63 a 69	6806805	IBIPITANGA
63 a 69	6806806	PITANGA VERMELHA
63 a 69	6806807	PITANGA DE JARDIM
63 a 69	6806808	PITANGA DO CAMPO
63 a 69	6806901	CIRIGUELA
63 a 69	6807001	MURICI
63 a 69	6807002	MURICI RASTEIRO
63 a 69	6807003	MURICI DE TABULEIRO
63 a 69	6807004	MURUCHI
63 a 69	6807005	MURICI DA MATA
63 a 69	6807006	MURICI DA PRAIA
63 a 69	6807007	MURICI PITANGA
63 a 69	6807008	MURICI DO CAMPO
63 a 69	6807009	MURICI DO BREJO
63 a 69	6807010	MURICI DE CAPOEIRA
63 a 69	6807011	MURICI PENIMA
63 a 69	6807012	MURICI MIUDO
63 a 69	6807013	DOURADINHA FALSA
63 a 69	6807014	FALSA DOURADINHA
63 a 69	6807101	UMBU
63 a 69	6807102	AMBU
63 a 69	6807103	IMBU
63 a 69	6807201	BERIBA
63 a 69	6807202	BIRIBA
63 a 69	6807203	JACA DE POBRE (BERIBA)
63 a 69	6807301	CUPUACU
63 a 69	6807401	NECTARINA
63 a 69	6807501	MARI
63 a 69	6807502	MARI AMARELO
63 a 69	6807503	MARI ROXO
63 a 69	6807504	UMARI AMARELO
63 a 69	6807505	UMARI
63 a 69	6807506	UMARI ROXO
63 a 69	6807601	ROMA
63 a 69	6807701	ACEROLA
63 a 69	6807801	KIWI
63 a 69	6807901	MANGOSTIM
63 a 69	6807902	MANGOSTAO
63 a 69	6808001	ABIU
63 a 69	6808101	ABRICO
63 a 69	6808201	JURUBEBA
63 a 69	6808301	GRUMIXAMA DA INDIA
63 a 69	6808302	GRUMIXAMA
63 a 69	6808401	FRUTA (NAO-ESPECIFICADA)
63 a 69	6808402	FRUTA NAO-ESPECIFICADA
63 a 69	6808501	UVA ORGANICA
63 a 69	6808502	UVA NIAGARA ORGANICA
63 a 69	6808503	UVA MOSCATEL ORGANICA
63 a 69	6808504	UVA PRETA ORGANICA
63 a 69	6808505	UVA ROSA ORGANICA
63 a 69	6808506	UVA NACIONAL ORGANICA
63 a 69	6808507	UVA VERDE ORGANICA
63 a 69	6808508	UVA ITALIA ORGANICA
63 a 69	6808509	UVA ROXA ORGANICA
63 a 69	6808510	UVA RUBI ORGANICA
63 a 69	6808511	UVA BRANCA ORGANICA
63 a 69	6808512	UVA THOMPSON ORGANICA
63 a 69	6808513	UVA BENITAKA ORGANICA
63 a 69	6808514	UVA RED GLOBE ORGANICA
63 a 69	6808601	MACA ORGANICA
63 a 69	6808602	MACA ACIDA ORGANICA
63 a 69	6808603	MACA DOCE ORGANICA
63 a 69	6808604	MACA BRANCA ORGANICA
63 a 69	6808605	MACA VERDE ORGANICA
63 a 69	6808606	MACA VERMELHA ORGANICA
63 a 69	6808607	MACA ARGENTINA ORGANICA
63 a 69	6808608	MACA NACIONAL ORGANICA
63 a 69	6808609	MACA FUGI ORGANICA
63 a 69	6808610	MACA GALA ORGANICA
